id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
970280590634583582,Loft Suite -3 beds w Parking Top Floor -700sf #402,484044741,Mayra,,Gaslamp Quarter,32.713163681182536,-117.16105999223726,Entire home/apt,146,1,10,2024-09-01,0.67,17,198,8,Exempt
970283496042822542,Loft Suite w Parking - Downtown San Diego - 201,484044741,Mayra,,Gaslamp Quarter,32.71318620291564,-117.16056850610339,Entire home/apt,196,1,7,2024-09-08,0.48,17,190,5,Exempt
970283514397620328,Loft Suite - 4 beds w Parking Downtown -700sf #301,484044741,Mayra,,Gaslamp Quarter,32.71457,-117.16087,Entire home/apt,146,1,8,2024-10-05,0.66,17,216,8,Exempt
970283664821716185,#401 Loft Suite -4 beds w Parking Top Floor -700sf,484044741,Mayra,,Gaslamp Quarter,32.71298,-117.15968,Entire home/apt,146,1,6,2024-09-14,0.43,17,286,5,Exempt
970301934833265957,WorldMark Balboa Park Resort.,534858802,Karen,,East Village,32.716399469470154,-117.15287845657055,Entire home/apt,176,7,0,,,1,267,0,Exempt
970343584902590467,"1BR dog friendly, beachfront condo",111814989,Vacasa Lake Arrowhead,,Pacific Beach,32.79934479894005,-117.25826306717143,Entire home/apt,197,7,2,2024-11-10,0.32,4,365,2,"STR-06497L, 519123"
970366167197384050,Beautiful Private Room,50320252,Suzanne Louise,,Bay Ho,32.812366233855414,-117.21530932911797,Private room,144,2,0,,,6,7,0,"STR-04095L, 644124"
970476172436894233,South Park Sanctuary with Views,35589070,Sunny,,North Hills,32.73202432053462,-117.13211655690196,Entire home/apt,418,2,34,2024-12-15,2.48,1,298,32,"STR-08658L, 650025"
970980044171318261,The Wanderer's Retreat,330706439,Simeon,,Northwest,32.64412,-117.09571,Entire home/apt,112,2,18,2024-12-07,1.28,2,14,16,STR23-0073
971027855902144570,PB House w/Outdoor Space and Office,6157502,John,,Pacific Beach,32.8028957,-117.2297055,Entire home/apt,213,2,40,2024-10-27,3.01,2,216,36,"STR-08868L, 650805"
971126106306873498,Peaceful in Penasquitos,38986610,Thysy,,Rancho Penasquitos,32.96474,-117.11746,Entire home/apt,203,2,47,2024-12-19,6.68,2,86,47,"STR-08880L, 650821"
971254687120745293,"Cozy 3-Bed Home - 10min to Downtown, Beach & Parks",211892140,Vanessa,,North Hills,32.74732,-117.12492,Entire home/apt,276,2,64,2024-11-16,4.02,6,348,38,"STR-08815L, 650662"
971690142002061307,Fashion Hills Gem - Private Bedroom & Bath,22459966,Lauren,,Linda Vista,32.770282869099866,-117.16622267643568,Private room,71,31,3,2024-10-11,0.38,13,260,3,
971768023584059227,"Private Pool & Hot Tub-walk to beach, pet friendly",486034681,Kimberley,,Wooded Area,32.7196294,-117.2333342,Entire home/apt,700,3,27,2024-11-30,1.85,12,210,22,"STR-07398L, 641958"
972511019740130089,"PB Retreat, Surf, Sun, Sand",90417184,Edward,,Pacific Beach,32.7946664,-117.2441991,Entire home/apt,129,1,59,2024-12-09,4.07,2,350,51,"STR-08839L, 650647"
972580959610149153,Modern Studio in Little Italy,89016011,Leah,,Little Italy,32.72884,-117.17094,Entire home/apt,,2,49,2024-12-01,3.13,6,18,34,"STR-08832L, 649992"
972756047182442532,Luxury Stay! Walk to Ocean & Bay,48631242,Brittany,,Mission Bay,32.7923645,-117.2391817,Entire home/apt,297,2,52,2024-12-01,4.09,7,164,50,"STR-08723L, 645625"
972756225145030863,Walkable & Modern in Hillcrest,48631242,Brittany,,Midtown,32.74673418185153,-117.1520183781741,Entire home/apt,254,2,69,2024-12-17,4.43,7,165,51,"STR-04316L, 626762"
973095888388880720,Chic Inner City Pad w/ Balcony | Walk Everywhere!,43349223,Evan,,Little Italy,32.72755,-117.16978,Entire home/apt,189,2,73,2024-11-27,4.75,89,357,60,"STR-10472L, 650834"
973108526049311119,Artistic Haven: Single-Story Sanctuary with Murals,4185643,Veena,,Kensington,32.7569,-117.10622,Entire home/apt,196,2,67,2024-12-13,4.28,16,195,55,"STR-07216L, 648512"
973250086424186961,Windansea Beach Bungalow in La Jolla Shores,9962820,Stephany,,La Jolla,32.85409,-117.25642,Entire home/apt,317,2,42,2024-11-02,2.89,4,337,37,"STR-08861L, 650430"
973258326216489661,Steps to Bay & Ocean * Sky Deck + 3 Outdoor Patios,3017970,Surf Style,,Mission Bay,32.7821747,-117.2518613,Entire home/apt,198,3,9,2024-07-29,0.64,166,339,5,"STR-03717L, 602903"
973285217121157648,Cozy Craftsman: Sunny San Diego,55816238,Jeriel,,Grant Hill,32.70652,-117.13357,Entire home/apt,271,2,39,2024-12-10,2.48,1,166,29,"STR-08572L, 650103"
973314611520753743,A large luxury room with a view & kitchenette.,50055746,Cristine,,Linda Vista,32.771489331321,-117.17216196186737,Private room,112,31,0,,,2,179,0,
973423443450906270,Surf Cottage w/Pool & Firepit 10min from the beach,77823366,Hoss,,North Clairemont,32.8372,-117.1882,Entire home/apt,359,2,61,2024-12-09,3.94,1,345,49,"STR-08700L, 650437"
973852986021780939,San Diego Cottage w/ Private Patio: 2 Mi to Beach!,126644161,Evolve,,Midtown District,32.726969639049386,-117.2245575958646,Entire home/apt,328,2,1,2024-11-17,0.81,79,350,1,"STR-02209L, 641000"
973888408480872220,"Perfect for nurses, central location, EV charging",535655114,Arlen,,Bird Land,32.78567635549943,-117.15434011682372,Entire home/apt,199,31,0,,,1,364,0,
973905851922343684,Cozy Unit w/En-Suite/Pvt Entrance-Enter our Oasis,447278281,Melissa,,Linda Vista,32.77679,-117.17839,Private room,75,1,52,2024-12-02,3.41,1,242,43,"STR-08874L, 650402"
982795166361022129,Near Oceanfront! Views/Spa/Patio/Parking -> Value!,28790148,Eric,,Mission Bay,32.7895473,-117.2546572,Entire home/apt,210,2,5,2024-09-27,0.66,7,95,5,"STR-04621L, 644922"
982809294000029727,Ocean-View Mountaintop Getaway. Jacuzzi/Ping-Pong!,347510692,Adam,,Pacific Beach,32.8076398,-117.2433378,Entire home/apt,199,2,38,2024-12-09,2.50,2,325,34,"STR-08931L, 637993"
982882105261630034,Hilltop Harmony ~ 3-Bed Retreat,175714519,Sam,,Sky Line,32.70496,-117.05394,Entire home/apt,177,2,17,2024-11-11,1.13,7,173,14,"STR-04241L, 628446"
982915236776857655,The House on the Hill,175714519,Sam,,Sky Line,32.70382,-117.05254,Entire home/apt,,2,3,2024-01-24,0.22,7,0,2,"STR-04244L, 644236"
983085065323012356,South Park Studio With Balboa Park Views W/D,10042227,John,,Balboa Park,32.72898,-117.13247,Entire home/apt,219,2,70,2024-12-20,5.06,8,354,58,"STR-09075L, 642344"
983322198312167775,Cozy Getaway. Fire Pit and Endless Views! 5 Beds,347510692,Adam,,Bay Ho,32.8149242,-117.2137323,Entire home/apt,199,2,37,2024-12-13,2.44,2,55,31,"STR-08858L, 650781"
983336553590184027,Heated Pool | Renovated 3BR House | Backyard Oasis,53464665,Sophia,,Normal Heights,32.76230579294365,-117.11410608041761,Entire home/apt,423,2,62,2024-12-22,4.41,1,0,57,"STR-09090L, 650541"
983636095301657330,Mission Beach Oceanfront,412519250,Kentina,,Mission Bay,32.76369,-117.25188,Entire home/apt,640,4,33,2024-10-06,2.28,1,325,20,"STR-08945L, 605501"
984079561750373250,1 Bdrm Beach House | 30 sec to Ocean | w/ Parking,66486770,Jacqui,,Mission Bay,32.77496,-117.25242,Entire home/apt,,3,47,2024-12-06,3.33,3,265,41,"STR-08984L, 644191"
984085310705387591,Ocean Front On Sand: Patio/BBQ/AC/Firepit/2BA/Park,28790148,Eric,,Mission Bay,32.7733879,-117.2528813,Entire home/apt,756,2,20,2024-11-30,1.53,7,75,19,"STR-04619L, 644917"
984108419787104657,Cozy 1 Bedroom in La Jolla Village,537928236,Hoda,,La Jolla,32.84080710284174,-117.27739767041648,Entire home/apt,129,31,42,2024-11-11,2.84,1,250,37,"STR-08472L, 649961"
984218720625143706,The Albatross Abode-Little Italy 2,162257482,Puneh,,Park West,32.7264731,-117.1655135,Entire home/apt,,3,23,2024-08-04,1.58,3,0,15,"STR-08956L, 651041"
984355688700158712,Small & cozy bedroom with a Twin bed-desk in SDSU,537984847,Hai Long,,College Area,32.76515274595764,-117.07988804702455,Private room,40,1,9,2024-08-20,0.74,2,238,8,"STR-08896L, 650879"
984407012636241050,Seaside Haven |3BD Home with Golf|Fire Pit|Hot Tub,52599731,Jorge,,Mira Mesa,32.9246322,-117.1583452,Entire home/apt,200,1,51,2024-12-20,3.51,1,145,43,"STR-08957L, 651021"
984755779427917079,Nifty nest,7805452,Mark,,Old Town,32.7474568,-117.1906466,Entire home/apt,85,3,7,2023-12-28,0.47,16,41,1,Exempt
984851447314279585,Glowing Golden Hill Studio,3134951,Eric,,Balboa Park,32.718572033983406,-117.14233514780061,Entire home/apt,96,31,10,2024-12-01,0.66,1,246,4,"STR-01548L, 644188"
984869552872045247,3 BR Beach Retreat - Family Friendly & Walkable,57976908,Aubrey,,Pacific Beach,32.7965068,-117.2386527,Entire home/apt,363,2,57,2024-12-15,3.86,3,353,44,"STR-08959L, 651063"
984954582754192237,Luxe Little Italy 2BR Penthouse w/ Rooftop Balcony,43349223,Evan,,Little Italy,32.72753404483194,-117.16988440452867,Entire home/apt,280,2,65,2024-12-20,4.38,89,357,51,"STR-08990L, 651081"
984969912203565339,"0BR dog-friendly studio with pool, hot tub, gym",429429981,Vacasa California,,Cortez Hill,32.72111250712932,-117.16356762015043,Entire home/apt,122,31,1,2024-10-26,0.51,18,365,1,
985015095560001494,Deluxe Dover Retreat,2772383,San Diego,,Mission Bay,32.76656,-117.25056,Entire home/apt,,3,4,2024-11-11,0.33,69,338,4,"STR-02713L, 629297"
985031657159781762,Long term Stunning new designer home,50320252,Suzanne Louise,,Bay Ho,32.81224,-117.21321,Entire home/apt,439,30,0,,,6,364,0,"STR-04095L, 644124"
985072653138107021,Furnished Bay Condo 4 Month Rntl,43980545,John,,Mission Bay,32.792303291545984,-117.24276378021685,Entire home/apt,205,90,0,,,1,263,0,
985325087297875084,Luxury beach house Bayside walk,81431361,Paul,,Mission Bay,32.778710074031395,-117.25160200793457,Entire home/apt,250,31,4,2024-10-12,0.50,1,220,4,"STR-09916L, 519173"
985594856583695575,4171-Stylish Gem,6082110,Shannon,,City Heights West,32.75357,-117.1124,Entire home/apt,127,2,49,2024-12-01,3.69,21,141,46,"STR-09040L, 650664"
985604231431668551,4169 beautiful retreat-New & Close to All!,6082110,Shannon,,City Heights West,32.75182,-117.11355,Entire home/apt,106,2,53,2024-12-07,3.99,21,147,51,"STR-09039L, 650663"
985785704922160311,The Yuma Mansion | Entire 9BR + Patio Best Area!,35421658,Khristine,,Gaslamp Quarter,32.711900018908736,-117.15970012327881,Entire home/apt,368,2,20,2024-12-15,1.33,5,296,17,"STR-10978L, 646150"
986151942386375523,Restful Retreat,292339886,Roxi,,Clairemont Mesa,32.81713302807694,-117.17276908129396,Private room,44,14,0,,,2,171,0,"STR-08924L, 650791"
986403068671892760,"Escape to Carmel Valley, Tranquil Outdoor Space",82919172,Nxt,,Carmel Valley,32.94098,-117.22362,Entire home/apt,389,3,6,2024-07-22,0.45,91,222,4,"STR-04098L, 612041"
986465449340594596,"Singles Retreat, Pets Welcome",507667122,Rob,,North Clairemont,32.830766270000275,-117.21378071213535,Entire home/apt,110,31,1,2024-07-24,0.20,2,102,1,
986529970669861103,Historic Julia Wilson House in Central Location!,81978912,Elizabeth,,West University Heights,32.7575751,-117.1464434,Entire home/apt,135,1,101,2024-12-20,6.93,1,146,83,"STR-08953L, 650666"
986974234730145699,The Peach Tree House,68127995,Mike,,San Carlos,32.795691,-117.0664052,Entire home/apt,169,31,2,2024-11-05,0.28,1,348,2,
987040608920132582,Beachfront Bliss Haven & Beauty,1445193,Susan,,Ocean Beach,32.74521,-117.25385,Entire home/apt,536,31,5,2024-10-27,0.61,2,83,5,"STR-03610L, 51584"
980424422186484052,"Outdoor Haven with Spa, Sauna, Walk to LJ Shores",82919172,Nxt,,La Jolla,32.85097,-117.25545,Entire home/apt,1581,3,19,2024-12-11,1.29,91,303,18,"STR-01217L, 638938"
980502016890350312,San Diego Getaway W/Fire-pit & Jacuzzi,393769163,Short-Term Vacation Rentals LLC,,Memorial,32.70335975398559,-117.1377540797852,Entire home/apt,119,2,31,2024-11-26,2.09,6,345,19,"STR-08908L, 650906"
980512474985192341,The Sweetspot Inn Hillcrest 4B2B  3parking space,45328089,Kevin,,Midtown,32.743522,-117.1620672,Entire home/apt,306,2,42,2024-12-08,2.94,5,29,37,"STR-08933L, 650764"
980516416504444495,Cottage On The Greens - Studio,127250379,Mark,,Rancho Bernadino,33.03417882034015,-117.06219016789731,Entire home/apt,131,1,17,2024-10-19,1.17,1,334,12,"STR-08904L, 650836"
980636629591082360,Urban Oasis near the Zoo: A Central Studio for 2,175714519,Sam,,North Hills,32.74270754775334,-117.14348771558896,Entire home/apt,111,1,40,2024-12-14,2.67,7,269,34,"STR-10196L, 615861"
980688083663867845,Private Bedroom in Point Loma Hideaway,22459966,Lauren,,Roseville,32.7394867,-117.2230483,Private room,74,2,29,2024-12-16,2.14,13,80,28,"STR-09501L, 652622"
980701571945768538,Barrio Logan Guesthouse - Casa de Amigos,62314178,Brendan,,Memorial,32.7016695,-117.1372578,Entire home/apt,90,2,40,2024-11-28,2.79,2,143,37,"STR-08981L, 651161"
980762034350377478,Historical Home w/ a Modern Vibe,534196772,Sara,,West University Heights,32.76274,-117.14154,Entire home/apt,235,3,1,2023-12-10,0.08,2,7,0,"STR-08593L, 650173"
980818478816118619,Golden Hill Gem: Private 1 Bedroom,47593456,Rosy,,Balboa Park,32.716950319476034,-117.13032278661346,Private room,70,31,3,2024-09-14,0.23,1,228,2,
981080666426291792,Blue Casita Dream San Diego,146679080,Nancy,,Southcrest,32.69491,-117.10652,Entire home/apt,170,2,24,2024-12-08,1.58,12,172,21,"STR-08942L, 650830"
981217586904206282,Valley Views in Scenic San Diego,5569441,Cindy,,Carmel Mountain,32.978233067807395,-117.07167687678398,Entire home/apt,115,31,0,,,2,206,0,
981218867574604969,Modern 2br/1ba mins from SDSU,205336,Steve,,College Area,32.761603357157234,-117.08219314266195,Entire home/apt,,3,1,2024-06-07,0.15,5,0,1,"STR-03886L, 642040"
981319155921213648,Monthly Stay ‖Centrally Located‖Oasis Backyard,37637573,Sally,,Rancho Penasquitos,32.97528,-117.13345,Entire home/apt,413,31,1,2024-03-17,0.11,1,357,1,"STR-03572L, 643989"
981348088415479234,Pet friendly 2 bdr home & yard. Long term discount,67538464,Ava,,City Heights West,32.73409,-117.10199,Entire home/apt,104,31,0,,,4,28,0,
981765561215613769,"Sauna, Ice Bath, Jacuzzi & Firepit, Rest & Relax",10662081,Max,,Clairemont Mesa,32.8157851051859,-117.18613006387163,Entire home/apt,488,1,54,2024-11-27,3.78,3,239,46,"STR-08974L, 650784"
981995330047348872,Centrally located in Del Mar Heights,206186269,Angela,,Del Mar Heights,32.95801718997316,-117.24960915561493,Entire home/apt,194,2,40,2024-12-08,2.71,1,326,30,"STR-08954L, 651042"
982605443690500327,3BR | Spa | Private Patio | Fire Pit | Parking,499662709,Coast Vacation Homes,,Mission Bay,32.7616403,-117.2510436,Entire home/apt,370,1,33,2024-11-29,2.17,86,351,26,"STR-02580L, 518858"
982605464258940494,4BR | Ocean View Perfection | Rooftop Patio,499662709,Coast Vacation Homes,,Mission Bay,32.7615656,-117.2510498,Entire home/apt,378,1,40,2024-11-17,2.63,86,344,30,"STR-02589L, 51745"
982737105874734586,"Designer Lux Beach House | OceanView, AC, Fire Pit",499662709,Coast Vacation Homes,,La Jolla,32.829326,-117.2792065,Entire home/apt,617,1,22,2024-11-03,1.71,86,239,20,"STR-01373L, 637460"
982793880324030632,"Cozy Place with Pool,  in Pacific Beach!",21264335,Marshelle,,Pacific Beach,32.804555464120874,-117.23553040573523,Entire home/apt,225,31,0,,,1,83,0,
994346463626995598,"Ocean View | Private  Patio, Fire Pit, Spa",499662709,Coast Vacation Homes,,Mission Bay,32.7621172,-117.2518723,Entire home/apt,405,1,19,2024-12-08,1.35,86,334,17,"STR-03073L, 606322"
994346484520924677,Steps to Ocean | Private Spa | Parking | W&D,499662709,Coast Vacation Homes,,Mission Bay,32.7621172,-117.2518723,Entire home/apt,344,1,28,2024-11-25,1.90,86,342,22,"STR-03072L, 613222"
994362118936314166,Cove Watch by AvantStay | A+ Views w/ Private Pool,326010257,AvantStay San Diego,,La Jolla,32.855587,-117.2475343,Entire home/apt,896,4,9,2024-12-01,0.69,68,338,8,STR-01096L
994620357598482382,Family friendly 2 BD House,540101084,Joesel,,Tierrasanta,32.8279447,-117.1034717,Entire home/apt,390,31,0,,,1,269,0,STR-00213L
994859012083481474,Walk to All on Newport Ave w/ Ocean Views & Deck,43349223,Evan,,Loma Portal,32.743549948265645,-117.24434886379808,Entire home/apt,272,2,47,2024-11-29,3.95,89,329,47,"STR-09003L, 651182"
994918420612626038,Modern Condo overlooking San Diego Down Town,43476873,Caglar,,Core,32.7164818,-117.1539423,Entire home/apt,100,31,2,2024-11-01,0.28,1,266,2,
994958327343789475,Modern Lux Home: Sleeps 12 and Close to Downtown!,121916709,Zeina And Mo,,Grant Hill,32.71141619435463,-117.13677405005697,Entire home/apt,550,3,41,2024-11-30,2.83,13,303,35,STR-08724L
994970620145695215,Beachtown Bedroom Sanctuary 1,226124574,Jay,,Loma Portal,32.74905,-117.22338,Private room,106,2,20,2024-12-14,1.71,4,241,20,"STR-08289L, 649623"
995004365243223086,*Holiday Special* Modern Condo w/Private Garage,261460354,Dan,,East Village,32.7128043,-117.1563003,Entire home/apt,145,31,3,2024-10-31,0.35,1,177,3,
995078770835096459,新建独立屋NewHome 4B2B UCSD LaJolla DelMar SeaWorld Zoo,473558201,Ying,,North Clairemont,32.83622,-117.20237,Entire home/apt,199,31,2,2024-03-30,0.19,13,269,2,"STR-00000L, 000000"
995256227695609105,A Wave from it All,2772383,San Diego,,Mission Bay,32.77897,-117.25238,Entire home/apt,371,31,0,,,69,307,0,
995258334925144286,Beachy Keen,2772383,San Diego,,Mission Bay,32.78842,-117.25396,Entire home/apt,240,31,4,2024-10-06,0.38,69,209,4,"STR-02625L, 645166"
995279402328505101,"All You Need Is Love, 4 beds and a luxury yard",87206119,Love Living,,Allied Gardens,32.80316,-117.0814,Entire home/apt,297,31,1,2023-11-05,0.07,6,121,0,
995581795343346212,The Nest La Jolla Penthouse,92475567,Jason,,La Jolla,32.84803676970286,-117.2743598744273,Entire home/apt,745,2,3,2024-08-08,0.58,2,365,3,"STR-09085L, 650787"
995630372525383204,"San Diego Condo: Pool Access, 8 Mi to Downtown",126644161,Evolve,,Grantville,32.78297,-117.109,Entire home/apt,113,31,2,2024-09-18,0.32,79,318,2,
996033983259758874,Beach Jungalow 2BD1BA Updated AC Private Parking,113606063,Hans,,Ocean Beach,32.7517118,-117.250951,Entire home/apt,208,2,70,2024-12-08,4.75,3,213,58,"STR-03811L, 642823"
996342891915795447,Sunny San Diego Home w/ Private Yard & Grill!,126644161,Evolve,,Linda Vista,32.7911,-117.17427,Entire home/apt,129,2,10,2024-09-29,0.83,79,306,10,"STR-08650L, 650266"
996554434311948378,the Belvedere,42439397,Erna,,Clairemont Mesa,32.82873176626286,-117.18726363272037,Entire home/apt,561,2,40,2024-12-01,3.22,1,138,39,"STR-09131L, 651605"
996773947673512805,Old Town Villa,975389,Irene,,Old Town,32.75347,-117.19348,Entire home/apt,111,31,0,,,2,269,0,
997092243534225357,"Quiet night sleep, central location, private bath.",154264498,Karen,,North Clairemont,32.83449246521301,-117.2103089509262,Private room,105,2,38,2024-11-03,2.61,1,19,31,"STR-09047L, 651341"
997313330846645548,"Traveler's Dream:Outdoor Bar, Cabana, Arcade, Pool",60451118,Melissa,,Northwest,32.62036,-117.08932,Entire home/apt,589,30,40,2024-11-17,2.89,1,129,36,STR24-0096
997763136184889068,"Ocean Views | Rooftop, BBQ, Garage, Location",499662709,Coast Vacation Homes,,Mission Bay,32.76084,-117.25065,Entire home/apt,345,1,30,2024-11-11,2.17,86,353,26,"STR-02418L, 616061"
997807402698246456,2 Levels of Water Frontage * AC * Heart of MB,3017970,Surf Style,,Mission Bay,32.7800066,-117.2517912,Entire home/apt,730,3,2,2024-11-04,0.30,166,272,2,"STR-04903L, 518974"
997879159132094172,Opera House - 3 Bedroom 2 Bath home with garden,113421970,La Jolla,,La Jolla,32.8211308737996,-117.27357929537497,Entire home/apt,475,1,12,2024-11-09,1.46,83,322,12,"STR-02026L, 644906"
997955926669287417,"Northpark-SD, CA Room for rent",528376079,John,,City Heights West,32.75064741880234,-117.12189725137779,Private room,60,31,1,2023-11-18,0.07,5,89,0,Exempt
998111382681410027,Monthly rental for Working Professionals!,187180054,Michael,,La Jolla Village,32.865282031988706,-117.23325013369615,Entire home/apt,140,31,5,2024-08-31,0.37,1,205,4,
998146104655026762,Relaxing Loft in Scenic College Area,85014961,Brandon,,College Area,32.7612,-117.08008,Entire home/apt,,1,3,2024-06-30,0.24,1,0,2,"STR-09034L, 650546"
998447942244764997,Luxurious Clairemont Home,121116863,Ben,,Clairemont Mesa,32.80897,-117.16587,Entire home/apt,,31,3,2024-09-19,0.24,1,0,2,
998649331922729566,Pacific Beach Bayside Studio,84808340,Alok,,Pacific Beach,32.7933117,-117.2461512,Entire home/apt,97,31,0,,,7,127,0,
998654314134791208,Ocean Front Decked Out 1 3BD/3BA,512212999,Penny Realty,,Mission Bay,32.77615,-117.25206,Entire home/apt,,31,0,,,27,281,0,
998677587818060530,Ultimate Studio La Jolla Village 72,541140862,Mark,,La Jolla,32.841971965772395,-117.27917979734183,Entire home/apt,,90,0,,,4,141,0,
998937473406561249,Cozy Bedroom (Female Only),541189886,Magda,,Carmel Valley,32.918822768623414,-117.1837562502078,Private room,60,3,4,2024-11-03,0.33,2,67,4,"STR-09309L, 652026"
999263967978996330,Beach Vibes,2772383,San Diego,,Mission Bay,32.76234,-117.25172,Entire home/apt,702,3,5,2024-08-22,0.37,69,292,4,"STR-00665L, 642399"
999270749959212698,"One bedroom w/Prvt Patio SD,CA",528376079,John,,City Heights West,32.75047,-117.12171,Private room,75,31,2,2023-10-28,0.14,5,89,0,Exempt
999326298016689355,Sunset Cliffs Ocean View-Two twins,46637397,Ken,,Wooded Area,32.72025,-117.25404,Private room,,1,3,2024-12-01,0.26,7,0,3,"STR-01741L, 641593"
999354608456404159,Beach Villa La Jolla 80,541140862,Mark,,La Jolla,32.84055,-117.28117,Entire home/apt,170,90,4,2024-11-08,0.43,4,202,4,
999559160883098028,Cozy Studio in the Heart of San Diego!,147276739,Urban Sands,,Pacific Beach,32.8082539,-117.2353115,Entire home/apt,128,1,25,2024-12-16,1.98,51,359,23,"STR-03997L, 637201"
999576844754226833,Sleeps 16 in Downtown SD / 4 units w/ backyard,33788530,Kristen,,Grant Hill,32.7067838596499,-117.14556093815126,Entire home/apt,,2,0,,,5,59,0,"STR-04609L, 639870"
999592871958103828,This is  luxuriously furnished M,524283703,Tan,,Scripps Ranch,32.93254904342446,-117.0950530605822,Private room,80,31,0,,,1,270,0,Exempt
999682900821495194,Petco Park Views 2 bed/ 2 bath C,130954997,Heather,,East Village,32.70986,-117.15457,Entire home/apt,175,31,0,,,18,89,0,
999920895874658828,3bedroom La Jolla Colony Home in 92122,540060516,Jonathan,,University City,32.85816069079441,-117.22818755168284,Entire home/apt,350,31,0,,,1,269,0,
999966711992129597,Casa La Jolla,16885391,Tamara,,La Jolla,32.868251626230844,-117.24164639418017,Entire home/apt,250,4,10,2024-11-30,0.80,1,158,9,"STR-09092L, 650841"
999986285706146274,"Entire home in San Diego, CA",344420087,Em,,City Heights East,32.75343,-117.10087,Entire home/apt,193,2,25,2024-12-09,2.94,2,83,25,"STR-09761L, 653871"
1000044065779829923,Sunset Cliffs Beach Home,386947387,Chris,,Wooded Area,32.723876793436546,-117.25592959947508,Entire home/apt,650,1,20,2024-10-27,1.82,2,160,20,"STR-08979L, 520217"
1000086982340934763,PB Surfer’s Pad:  Near Beach w Fast WiFi & Parking,336396789,Surfseekers,,Pacific Beach,32.79636,-117.23885,Entire home/apt,120,2,5,2024-04-07,0.35,11,117,4,"STR-04247L, 645806"
1000090895757665237,Casa Sunset 10m Beach & DT Views Firepit King Bed,474062421,Binbin,,Serra Mesa,32.78998,-117.12344,Entire home/apt,301,1,48,2024-12-15,3.80,1,149,47,"STR-09051L, 651162"
1000115830681409591,Coronado Surf 2Bd/1 Ba MB Style,512212999,Penny Realty,,Mission Bay,32.76553248139701,-117.25071851949524,Entire home/apt,,183,0,,,27,206,0,
1000141545979366065,Stunning Bay Views! Luxury Outdoor Living | HotTub,43349223,Evan,,Bay Park,32.79459,-117.20541,Entire home/apt,756,2,88,2024-12-15,6.21,89,215,76,"STR-08218L, 649425"
1000225900073947159,4-Bed Home with Amazing Views - 15 min to Downtown,211892140,Vanessa,,Encanto,32.69626,-117.06667,Entire home/apt,520,2,45,2024-12-08,3.11,6,355,38,"STR-02234L, 644635"
1000373836458881406,San Diego Super Studio,9880926,Franky,,North Hills,32.751343425914136,-117.13102576942626,Entire home/apt,,7,53,2024-12-16,4.03,2,0,47,"STR-07161L, 645692"
1000534285238574644,"Tranquil Suburban Retreat! Pool, Spa, Pet-friendly",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,328,0,Exempt
1000540231639654678,"Nature Lover's Paradise! Pet-friendly, Onsite Pool",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,,1,0,,,133,329,0,Exempt
1000552460827429207,"A La Jolla Gem! Pet-friendly Resort, Outdoor Pool!",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,345,0,Exempt
1000553574719155279,"Suburban Escape! Swimming Pool, Pets are Allowed",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,346,0,Exempt
1000557266483849560,"Explore Blacks Beach! Courtyard View, Outdoor Pool",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,341,0,Exempt
1000627496311653911,Pet-friendly Hotel! Two Units w/ Golf Course View!,501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,317,0,Exempt
1000639547889080442,"La Jolla's Finest! 2 Relaxing Units, Outdoor Pool!",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,299,0,Exempt
1000645306770609703,"Pleasant Stay! 2 Classy Units, Pets Allowed, Pool!",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,345,0,Exempt
1000647410238875506,"Close to Black's Beach! 2 Pet-friendly Units, Pool",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,0,,,133,346,0,Exempt
1000651885557157337,"Suburban Charm! 2 Relaxing Units, Outdoor Pool!",501999278,RoomPicks,,Torrey Pines,32.90577,-117.24366,Hotel room,799,1,1,2024-03-31,0.11,133,340,1,Exempt
1000696304687704099,North Park Gem - mins to Balboa Park,84939987,Sara And David,,North Hills,32.741476,-117.12209,Entire home/apt,151,2,41,2024-12-08,2.85,1,43,35,"STR-09056L, 651365"
1000740912554667162,North Park Family Friendly Great Central Location,22435857,Stephanie,,North Hills,32.7359159,-117.1306361,Entire home/apt,422,1,47,2024-12-14,3.40,3,62,46,"STR-01495L, 641981"
1000784581540758333,The Green House,154594410,Diosa,,Jomacha-Lomita,32.7119477,-117.0216703,Entire home/apt,165,2,10,2024-11-30,0.84,1,26,10,"STR-09134L, 651630"
